0,0
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
0,16
0,17
0,18
0,19
0,20
0,21
0,22
0,23
0,24
0,25
0,26
0,27
0,28
0,29
0,30
0,31
0,32
0,33
0,34
0,35
0,36
0,37
0,38
0,39
0,40
0,41
0,42
0,43
0,44
0,45
0,46
0,47
0,48
0,49
0,50
0,51
0,52
0,53
0,54
0,55
0,56
0,57
0,58
0,59
0,60
0,61
0,62
0,63
0,64
0,65
0,66
0,67
0,68
0,69
0,70
0,71
0,72
0,73
0,74
0,75
0,76
0,77
0,78
0,79
0,80
0,81
0,82
0,83
0,84
0,85
0,86
0,87
0,88
0,89
0,90
0,91
0,92
0,93
0,94
0,95
0,96
0,97
0,98
0,99
0,100
0,101
0,102
0,103
0,104
0,105
0,106
0,107
0,108
0,109
0,110
0,111
0,112
0,113
0,114
0,115
0,116
0,117
0,118
0,119
0,120
0,121
0,122
0,123
0,124
0,125
0,126
0,127
0,128
0,129
0,130
0,131
0,132
0,133
0,134
0,135
0,136
0,137
0,138
0,139
0,140
0,141
0,142
0,143
0,144
0,145
0,146
0,147
0,148
0,149
0,150
0,151
0,152
0,153
0,154
0,155
0,156
0,157
0,158
0,159
0,160
0,161
0,162
0,163
0,164
0,165
0,166
0,167
0,168
0,169
0,170
0,171
0,172
0,173
0,174
0,175
0,176
0,177
0,178
0,179
0,180
0,181
0,182
0,183
0,184
0,185
0,186
0,187
0,188
0,189
0,190
0,191
0,192
0,193
0,194
0,195
0,196
0,197
0,198
0,199
0,8,125
0,28,171
0,32,124
0,36,162
0,63,68
0,66,100
0,70,155
0,85,93
1,2,46
1,14,153
1,16,177
1,25,99
1,26,56
1,59,116
1,60,123
1,74,129
1,80,121
1,104,163
1,129,134
1,133,187
1,137,144
1,147,196
1,158,181
1,164,183
1,173,174
2,0,156
2,3,43
2,3,154
2,6,187
2,12,76
2,22,156
2,25,28
2,25,171
2,28,99
2,29,161
2,30,63
2,30,68
2,35,123
2,37,188
2,42,175
2,45,51
2,50,166
2,52,114
2,53,76
2,54,105
2,60,161
2,62,70
2,62,155
2,74,134
2,79,82
2,83,163
2,86,189
2,87,159
2,88,179
2,97,105
2,99,171
2,107,118
2,119,136
2,144,197
2,150,156
2,168,178
2,182,190
2,25,28,99
2,25,28,171
2,25,99,171
2,28,99,171
2,30,63,68
2,62,70,155
2,74,129,134
3,0,22
3,0,95
3,1,62
3,8,147
3,9,24
3,10,40
3,11,13
3,14,176
3,15,165
3,17,149
3,20,137
3,22,116
3,37,67
3,39,178
3,41,186
3,42,64
3,42,128
3,44,153
3,51,55
3,52,84
3,56,199
3,65,189
3,66,184
3,67,188
3,74,108
3,74,176
3,75,106
3,83,104
3,83,184
3,85,127
3,87,194
3,87,195
3,89,112
3,90,110
3,91,118
3,93,99
3,98,126
3,100,184
3,101,104
3,111,152
3,114,149
3,115,127
3,116,174
3,123,161
3,125,147
3,129,176
3,134,153
3,134,176
3,136,185
3,138,191
3,140,141
3,141,170
3,145,196
3,153,176
3,181,193
3,186,196
3,190,193
3,0,22,156
3,8,125,147
3,14,153,176
3,37,67,188
3,60,123,161
3,66,100,184
3,74,129,176
3,74,134,176
3,83,104,163
3,129,134,176
3,134,153,176
4,0,150
4,1,11
4,1,155
4,2,198
4,4,132
4,6,133
4,8,58
4,8,196
4,10,31
4,10,179
4,12,53
4,14,44
4,14,134
4,15,71
4,17,114
4,17,122
4,19,45
4,19,55
4,20,117
4,21,83
4,22,59
4,24,176
4,25,85
4,25,93
4,25,121
4,26,199
4,27,119
4,27,185
4,28,121
4,29,49
4,31,177
4,32,133
4,35,60
4,37,103
4,37,164
4,37,183
4,38,73
4,39,168
4,41,157
4,43,154
4,45,55
4,53,109
4,53,180
4,54,97
4,54,185
4,55,97
4,57,133
4,57,187
4,59,174
4,64,175
4,67,103
4,71,115
4,72,132
4,72,142
4,77,86
4,78,194
4,79,131
4,84,112
4,84,139
4,85,99
4,89,139
4,92,138
4,93,127
4,95,156
4,102,192
4,105,143
4,108,129
4,108,170
4,115,198
4,116,173
4,119,185
4,120,180
4,121,171
4,125,196
4,131,154
4,135,177
4,136,143
4,137,197
4,142,193
4,145,147
4,145,186
4,147,186
4,157,161
4,157,186
4,158,182
4,158,190
4,158,193
4,159,194
4,159,195
4,163,184
